Gene	GSM1304836	GSM1304837	GSM1304838	GSM1304839	GSM1304840	GSM1304841	GSM1304842	GSM1304843	GSM1304844	GSM1304845	GSM1304846	GSM1304847	GSM1304848	GSM1304849	GSM1304850	GSM1304851
Cxcl13	29.35525	13.850565	24.69715	11.3941	3.538005	8.68671	12.5558	9.43609	34.5565	42.5739	47.79975	25.9361	18.28103	26.8291	35.9525	31.6522
Relb	1095.09	453.822	616.486	516.517	542.469	398.16	432.535	332.355	1442.87	1325.51	1389.78	1235.37	1369.43	1429.93	1299.97	1191.95
Spon2	27.955925	22.72295	26.32151	22.174085	26.03095	24.087815	18.136945	51.05285	23.83172	22.276505	37.62622	51.4673	31.62665	11.21096	35.1237	21.313
Spata19	31.083	24.9173	12.5724	12.4007	8.14428	25.9078	28.7329	31.2309	21.2757	3.38437	17.9597	3.53354	8.27415	23.5962	25.1163	49.7241
Tnfaip1	1399.47475	1526.88975	1426.70925	1359.29225	1524.98275	1835.59	1785.6125	1691.505	1061.9125	1417.91225	1204.43125	1216.8765	1021.70125	1689.6345	1778.2075	1824.18
Cfd	3.78085	3.87038	3.45321	7.7697	17.5518	7.05554	2.35165	8.56333	5.03099	5.67712	2.31532	2.5468	2.29565	8.76801	38.3426	10.2269
Fcgr1	4402.26	3029.98	3402.745	2955.98	12630.06	10535.91	10489.54	11028.535	19594.095	12374.28	15309.48	12371.18	20888.865	9699.55	9148.475	7799.485
Trim13	668.736	359.228	332.441	255.601	242.19	250.835	270.102	232.054	872.553	550.804	576.812	581.868	712.327	519.354	485.492	507.502
Sirt3	158.037	359.369	338.202	416.964	387.28	400.416	529.927	558.765	111.259	207.841	218.611	189.061	146.725	257.609	359.922	356.016
Sfxn3	758.34	1289.43	1206.52	1191.58	647.35	795.612	844.831	827.448	571.901	891.131	671.65	765.67	518.687	776.123	749.165	726.165
Timm10b	1714.2489	1911.4701	1883.6233	1970.30075	2704.4945	2643.88925	2743.521	2643.65075	1658.13625	2153.551	2234.72915	2060.3562	1608.87905	1528.9361	1615.8798	1491.87815
Mrpl11	426.0024	493.00665	456.6544	430.778325	487.26465	427.05735	420.73355	412.767775	366.99005	480.3842	492.3643	484.16835	398.2727	480.39065	464.2957	458.4729
Ccl22	10.0869	26.1113	17.8945	4.54813	10.2484	90.403	48.1301	70.7375	34.9163	62.5863	44.003	38.5092	6.39417	46.6708	71.1212	82.0984
Il18	561.284	685.185	725.92	820.479	678.097	1074.05	1163.86	1136.53	1045.24	937.068	1318.44	1067.17	1863.52	884.126	1028.79	775.646
Ccl9	22542.4	17644.95	18090.1	18361.0	2384.625	1191.687	1021.5825	1037.9225	26512.4	22201.4	22925.85	20440.45	15971.9	2900.86	3183.465	2834.955
Ilf2	524.8555	497.7275	413.9625	416.974	421.273	430.572	415.5985	409.968	410.526	581.139	532.8775	565.791	431.736	479.8955	553.378	499.524
Apoa2	32.1738	59.5996	53.3514	84.5585	45.7197	37.2291	93.8136	103.987	47.244	56.8062	44.3733	75.3116	59.9139	57.3411	72.7821	54.3571
Cidea	3.28267	2.27592	1.87896	3.95622	19.6537	4.72117	2.99813	4.48341	6.98929	2.47934	1.56479	1.90385	3.0212	3.19998	2.10853	3.50021
Trim30a	4274.4	2326.585	2429.91	2186.75	6929.91	6862.255	5771.855	5549.24	15311.9	11325.1	13237.65	12853.8	20686.8	16146.8	13555.55	15227.2
Mrpl39	2612.165	2326.87	2549.845	2504.99	2786.705	2872.46	2722.31	2783.04	3530.655	3244.79	3235.12	3240.725	3873.745	3171.455	3091.11	3306.5
Atp5s	294.131	227.388	325.235	333.856	238.982	275.927	258.682	333.28	163.036	210.418	282.805	288.985	162.378	233.774	168.302	207.471
Ptpn22	1234.26	948.617	1156.5	1082.11	1044.44	1206.34	1172.84	1167.11	429.885	233.852	301.594	276.747	324.305	265.755	303.74	216.269
Higd2a	5681.37	7014.94	7501.65	7456.79	7699.6	8783.42	9103.56	9610.44	2913.48	5231.73	4906.19	4825.13	3012.97	5121.38	5314.52	5172.39
Sdhb	8872.06	8186.13	8344.28	8601.77	13285.7	12597.5	12240.3	12428.9	10848.9	12011.4	12107.9	12257.8	10969.0	11922.1	12285.2	12043.5
Sh3glb1	3756.98525	3702.26725	3723.8595	3697.35275	3687.474	3357.00775	3342.96525	3262.15575	6053.79075	4433.56925	4574.50475	4259.536	5995.40025	4363.00125	3949.9185	4312.08075
Cml1	62.94175	92.87745	89.75925	96.00375	69.09065	36.07341	95.78875	47.65995	64.09605	75.0075	39.7914	53.49105	63.2456	69.83615	79.8206	77.12225
C4a 	147.576	79.5215	87.6093	45.8239	1851.89	1104.88	957.127	1010.93	509.387	113.492	70.6646	118.803	721.696	187.342	246.692	227.855
Exo1	53.32804	42.75707	29.460995	19.881485	39.1627	38.62166	49.5204	55.8961465	30.161206	16.47645	14.5149615	21.7697145	19.806945	12.3207325	17.155525	16.480063
C4bp	2.93474	1.81091	3.19718	0.853616	3.47692	4.6982	2.20495	6.9121	20.166	27.654	3.09069	13.4268	2.1318	8.50429	1.65492	7.43677
Ndufa10	2328.17475	2324.93755	2251.621	2190.3682	2370.73555	2765.13565	2571.8925	2491.156	1509.09495	2253.9119	2378.0239	2427.59165	1470.21785	2324.4905	2355.116	2544.936
Hist1h2bc 	4363.0988625	4755.69388625	5259.03737675	4900.17275	1831.6116575	1955.7292225	1640.303275	1660.1986625	6722.458645	4984.47047375	4495.859085	4463.36790125	5802.12313	5172.0988375	4513.407005	4986.9240875
Trim21	971.667	713.383	679.3675	649.589	2576.373	2366.8665	2060.3695	2123.547	3696.54	1994.367	2277.8795	2041.773	4493.09	2353.781	2031.7055	2005.871
Crlf2	9320.46	6345.17	8125.46	6790.46	14858.1	11205.9	12243.4	13059.4	17394.5	8447.4	8938.9	9619.83	21706.8	11182.5	11746.8	9141.74
Tnfrsf1b	3378.1205	3588.9	3378.9865	3916.528	1380.15895	1031.0491	1066.19535	1097.08435	10131.212	10487.9005	10692.8385	10687.9505	7711.5165	9277.372	9183.635	10124.265
Inpp5d	1953.889	1875.919	1894.0205	2029.8825	2743.6235	2495.4555	2414.425	2294.11	2356.941	1792.086	1941.7025	1673.1535	2240.201	1224.969	1348.2605	1053.2215
Mrpl10	868.057	1025.56	1058.8	1181.14	1104.29	1104.54	1102.63	1196.16	958.152	969.071	1039.76	1045.17	958.182	1052.24	1130.93	1170.45
Rbpj	6343.2575	1700.641	1673.672	1565.13725	2670.0835	1102.34475	1074.19175	1000.54325	3904.35	4198.295	4214.5525	4231.2325	3401.53675	2774.2395	3067.9365	3019.69725
Ndufs4	366.477025	375.64094375	367.052903125	350.084153125	462.948028125	391.4287125	391.93763125	422.46099375	494.614778125	486.85568125	532.030784375	484.32213125	585.349203125	468.632065625	456.031403125	437.571953125
Ccl5	6890.44	560.844	905.069	557.186	14291.4	12421.4	13253.8	11490.9	30698.2	29635.4	30165.6	29835.8	35700.5	31418.5	27794.0	30582.5
Aifm1	1577.03	1571.66	1532.9	1702.47	1715.12	1801.16	1955.08	1824.5	790.699	1147.73	1073.59	1141.26	742.894	746.84	1000.95	958.948
Samhd1	1468.891125	1159.0598125	1137.6389375	1106.3141875	6136.2881875	5830.64875	6236.287375	6501.831875	3338.4735	2415.42725	2986.7935625	2643.302125	5407.0315	6724.768125	6086.386875	6251.218
Bcl3	1717.8	543.316	675.399	644.196	1207.83	692.079	657.69	531.762	1274.29	1500.5	1570.54	1502.04	1829.56	2227.79	2146.1	2027.48
Slc25a46	2771.77	2808.52	2875.13	2868.005	2323.23	2380.015	2432.2	2377.88	2187.935	2172.505	2222.105	2368.125	2180.385	2081.365	2371.85	2310.78
Mrpl57	1615.7397	1536.7655	1317.3863	1474.03215	1431.5672	1244.0805	1149.7279	1123.0726	1647.46235	2108.6095	1820.8313	1935.0579	1533.35555	1226.33725	1191.8581	1423.0912
Tlr4	829.51352	995.66155	973.587675	999.72405	1155.448105	1069.19977	926.875715	968.14755	668.95562	707.75362	638.64926	666.967625	762.602075	704.6543875	648.6459	634.0737325
Il12rb1	19.1462	39.2237	4.55637	39.4151	1408.7	1749.92	1519.13	1387.79	55.231	39.8375	65.0101	52.2975	362.77	721.24	793.467	535.889
Atg3	2937.52695	3350.51625	3026.95375	3375.6553	2618.1683	2967.8872	2847.9342	2866.2486	4207.49985	3767.8785	3580.5584	3756.01175	4160.15425	3523.86705	3371.7495	3867.8772
Ndufaf3	1319.6	1087.37	1086.99	966.103	1027.89	1022.09	994.693	1057.82	1347.15	1866.7	1933.07	1737.86	1210.25	1155.81	1241.65	1100.75
Ucp1	8.33041	10.1682	28.1687	5.30518	3.51787	3.15133	6.08826	9.89627	3.26986	38.177	10.4825	2.86741	5.97514	3.93283	2.70243	2.98406
Pmaip1	829.879	531.312	690.15	577.081	678.954	495.352	582.103	539.475	937.932	374.876	280.345	253.84	1180.24	820.187	666.516	672.461
